"id","foreign_key_id","source","industry_category","class_id","industry_nace"
"136","565504","jobfind","Transportation and Logistics","52.25","Logistics service activities"
"137","565505","jobfind","Logistics","52.25","Logistics service activities"
"138","565506","jobfind","Tobacco industry","1.15","Growing of tobacco"
"139","565508","jobfind","Plastic Industry","22.26","Manufacture of other plastic products"
"140","565509","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"141","565511","jobfind","Logistics or Warehousing","52.25","Logistics service activities"
"142","565512","jobfind","Transportation","49.39","Other passenger land transport n.e.c."
"143","565514","jobfind",,,
"144","565521","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"145","565522","jobfind","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"146","565523","jobfind","Cleaning Services","81.21","General cleaning of buildings"
"147","565524","jobfind",,,
"148","565527","jobfind","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"149","565528","jobfind","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"150","565530","jobfind",,,
"151","565532","jobfind","Machinery and Equipment Sales","46.61","Wholesale of agricultural machinery, equipment and supplies"
"152","565535","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"153","565537","jobfind",,,
"154","565538","jobfind","Disinfection/Insect Control","20.2","Manufacture of pesticides, disinfectants and other agrochemical products"
"155","565539","jobfind","Retail and Distribution","46.43","Wholesale of electrical household appliances"
"156","565540","jobfind","Electrical and Lighting Equipment","27.4","Manufacture of lighting equipment"
"157","565541","jobfind",,,
"158","565543","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"159","565544","jobfind",,,
"160","565546","jobfind","Hospitality and Catering","56.11","Restaurant activities"
"161","565550","jobfind","Commercial sector","74.99","All other professional, scientific and technical activities n.e.c."
"162","565551","jobfind","Export/Trade Industry","98.1","Undifferentiated goods-producing activities of private households for own use"
"163","565552","jobfind","Construction and Design","41.0","Construction of residential and non-residential buildings"
"164","565553","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"165","565555","jobfind","Logistics/ Warehousing","52.25","Logistics service activities"
"166","565556","jobfind","Food and Beverage","56.12","Mobile food service activities"
"167","565558","jobfind","Retail or Service Industry","46.45","Wholesale of perfume and cosmetics"
"168","565559","jobfind",,,
"169","565560","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"170","565561","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"171","565562","jobfind","Logistics/Storage","52.1","Warehousing and storage"
"172","565563","jobfind","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"173","565564","jobfind",,,
"174","565565","jobfind","Electrical and Lighting Equipment","27.4","Manufacture of lighting equipment"
"175","565566","jobfind","Mass catering sector","56.11","Restaurant activities"
"176","565568","jobfind","Electronics, Space Defense, Information Technology, Telecommunications, Energy","26.3","Manufacture of communication equipment"
"177","565569","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"178","565570","jobfind","Interior Design/Furniture Industry","74.13","Interior design activities"
"179","565572","jobfind","Import/Export","18.2","Reproduction of recorded media"
"180","565573","jobfind","Recycling Industry","38.21","Materials recovery"
"181","565574","jobfind","Food/Beverage Industry (Yeast)","10.89","Manufacture of other food products n.e.c."
"182","565575","jobfind","Food/Beverage Service","56.11","Restaurant activities"
"183","565576","jobfind","Veterinary Equipment and Supplies","75.0","Veterinary activities"
"184","565577","jobfind","Food and Beverage","56.12","Mobile food service activities"
"185","565579","jobfind","Electrical Machinery and Tools","28.41","Manufacture of metal forming machinery and machine tools for metal work"
"186","565581","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"187","565583","jobfind","Food Service","56.11","Restaurant activities"
"188","565584","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"189","565585","jobfind","Horeca - Cash and Carry","46.82","Wholesale of metals and metal ores"
"190","565586","jobfind","Transportation/Rental Services","77.51","Intermediation service activities for rental and leasing of cars, motorhomes and trailers"
"191","565587","jobfind","Human Resources/Administration","78.2","Temporary employment agency activities and other human resource provisions"
"192","565590","jobfind","Retail or Service Industry (Gas Station)","47.3","Retail sale of automotive fuel"
"193","565599","jobfind","Packaging Processing","82.92","Packaging activities"
"194","565601","jobfind","Hospitality/Tourism","79.9","Other reservation service and related activities"
"195","565603","jobfind","Food Production","10.89","Manufacture of other food products n.e.c."
"196","565606","jobfind","Food/Beverage","56.12","Mobile food service activities"
"197","565608","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"198","565609","jobfind","Retail/Luxury Goods","47.12","Other non-specialised retail sale"
"199","565613","jobfind","Insurance","65.11","Life insurance"
"200","565616","jobfind","Construction","41.0","Construction of residential and non-residential buildings"
"201","565617","jobfind","Construction","41.0","Construction of residential and non-residential buildings"
"202","565619","jobfind","Retail/Food Service","56.11","Restaurant activities"
"203","565621","jobfind","Retail/Electronics","46.43","Wholesale of electrical household appliances"
"204","565627","jobfind","Hospitality/Hotel Management","55.1","Hotels and similar accommodation"
"205","565631","jobfind","Real Estate","68.11","Buying and selling of own real estate"
"206","565633","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"207","565634","jobfind","Pre-cooked sector","10.85","Manufacture of prepared meals and dishes"
"208","565638","jobfind","Paper Packaging Industry","17.21","Manufacture of corrugated paper, paperboard and containers of paper and paperboard"
"209","565639","jobfind","Jewelry Industry","32.12","Manufacture of jewellery and related articles"
"210","565641","jobfind","Security Services","80.09","Security activities n.e.c."
"211","565643","jobfind","Production/Manufacturing","32.4","Manufacture of games and toys"
"212","565644","jobfind","Engineering Services","71.12","Engineering activities and related technical consultancy"
"213","565647","jobfind","Tourism and Transport","79.9","Other reservation service and related activities"
"214","565650","jobfind","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"215","565651","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"216","565652","jobfind","Manufacturing (Food Sector)","10.89","Manufacture of other food products n.e.c."
"217","565655","jobfind","Food and Beverage","56.12","Mobile food service activities"
"218","565656","jobfind","Retail or Beverage Industry","56.3","Beverage serving activities"
"219","565659","jobfind","Electrical Engineering or Automation Systems","43.21","Electrical installation"
"220","565661","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"221","565662","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"222","565663","jobfind","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"223","565674","jobfind","Entertainment","93.29","Amusement and recreation activities n.e.c."
"224","565676","jobfind","Construction","41.0","Construction of residential and non-residential buildings"
"225","565686","jobfind","Fashion Retail","46.42","Wholesale of clothing and footwear"
"226","565688","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"227","565692","jobfind","Construction","41.0","Construction of residential and non-residential buildings"
"228","565695","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"229","565697","jobfind","Security Services","80.09","Security activities n.e.c."
"230","565698","jobfind","Security and Law Enforcement","80.01","Investigation and private security activities"
"231","565700","jobfind","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"232","565704","jobfind","Education/Training","85.32","Vocational secondary education"
"233","565705","jobfind","Tourism","79.9","Other reservation service and related activities"
"234","565707","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"235","565709","jobfind","Energy Trading","35.4","Activities of brokers and agents for electric power and natural gas"
"236","565710","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"237","565711","jobfind","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"238","565715","jobfind","Food Service","56.11","Restaurant activities"
"239","565716","jobfind","Event Planning or Floristry","82.3","Organisation of conventions and trade shows"
"240","565719","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"241","565720","jobfind","Real Estate Management and Tourism","79.9","Other reservation service and related activities"
"242","565721","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"243","565722","jobfind","Food Service, Restaurant Industry","56.11","Restaurant activities"
"244","565726","jobfind","Hospitality/Tourism","79.9","Other reservation service and related activities"
"245","565729","jobfind",,,
"246","565730","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"247","565733","jobfind","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"248","565734","jobfind","Education","85.31","General secondary education"
"249","565735","jobfind","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"250","565736","jobfind","Food Service","56.11","Restaurant activities"
"251","565737","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"252","565738","jobfind","Food Service Industry","56.11","Restaurant activities"
"253","565739","jobfind","Dairy Company","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"254","565740","jobfind","Tourism and Hospitality","79.9","Other reservation service and related activities"
"255","565741","jobfind","Retail/Wholesale","46.46","Wholesale of pharmaceutical and medical goods"
"256","565742","jobfind","Healthcare","86.1","Hospital activities"
"257","565743","jobfind","Tobacco Industry","1.15","Growing of tobacco"
"258","565745","jobfind","Healthcare or Home Care","87.1","Residential nursing care activities"
"259","565748","jobfind","Automotive Services","46.71","Wholesale of motor vehicles"
"260","565749","jobfind","Manufacturing (Fertilizer Production)","20.15","Manufacture of fertilisers and nitrogen compounds"
"261","565750","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"262","565752","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"263","565754","jobfind","Transportation","49.39","Other passenger land transport n.e.c."
"264","565756","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"265","565757","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"266","565758","jobfind","Medical Equipment","32.5","Manufacture of medical and dental instruments and supplies"
"267","565759","jobfind","Beauty and Wellness","86.96","Traditional, complementary and alternative medicine activities"
"268","565760","jobfind","Aluminium Rolled Products Industry","24.42","Aluminium production"
"269","565761","jobfind","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"270","565762","jobfind","Food Service","56.11","Restaurant activities"
"271","565763","jobfind","Food and Beverage","56.12","Mobile food service activities"
"272","565764","jobfind","Entertainment/Gaming","58.21","Publishing of video games"
"273","565765","jobfind",,,
"274","565766","jobfind","Gaming/Entertainment","58.21","Publishing of video games"
"275","565767","jobfind","Food Service Industry","56.11","Restaurant activities"
"276","565768","jobfind","Aluminium Rolled Products Industry","24.42","Aluminium production"
"277","565769","jobfind","Logistics and Supply Chain Management","52.25","Logistics service activities"
"278","565771","jobfind","Food Service","56.11","Restaurant activities"
"279","565772","jobfind","Retail or Wholesale","46.46","Wholesale of pharmaceutical and medical goods"
"280","565773","jobfind","Hospitality/Service Industry","79.9","Other reservation service and related activities"
"281","565775","jobfind","Food Service","56.11","Restaurant activities"
"282","565776","jobfind","Food Service","56.11","Restaurant activities"
"283","565777","jobfind","Fashion/Retail","46.45","Wholesale of perfume and cosmetics"
"284","565778","jobfind","Handmade Jewelry","32.12","Manufacture of jewellery and related articles"
"285","565779","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"286","565780","jobfind","Furniture and Home Decor","31.0","Manufacture of furniture"
"287","565781","jobfind",,,
"288","565782","jobfind","Hospitality/Tourism","79.9","Other reservation service and related activities"
"289","565783","jobfind",,,
"290","565784","jobfind","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"291","565787","jobfind",,,
"292","565789","jobfind","Transportation/Travel","49.39","Other passenger land transport n.e.c."
"293","565790","jobfind","Hospitality or Tourism","79.9","Other reservation service and related activities"
"294","565791","jobfind","Printing and Publishing","18.11","Printing of newspapers"
"295","565792","jobfind","Industrial Packaging Sector","82.92","Packaging activities"
"296","565793","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"297","565794","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"298","565795","jobfind","Hospitality/Tourism","79.9","Other reservation service and related activities"
"299","565796","jobfind","Real Estate Management","68.31","Intermediation service activities for real estate activities"
"300","565797","jobfind","Information Technology","62.1","Computer programming activities"
"301","565798","jobfind","Automotive/Transportation","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"302","565799","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"303","565800","jobfind","Dairy or Food Processing Industry","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"304","565801","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"305","565802","jobfind","Food Service/Hospitality","56.11","Restaurant activities"
"306","565803","jobfind","Food Industry (Dairy)","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"307","565805","jobfind","Beauty and Personal Care","96.22","Beauty care and other beauty treatment activities"
"308","565806","jobfind","Office Machines and Equipment","77.33","Rental and leasing of office machinery, equipment and computers"
"309","565807","jobfind","Retail and Warehouse Equipment Industry","46.43","Wholesale of electrical household appliances"
"310","565808","jobfind","Electronics and Telecommunications","26.3","Manufacture of communication equipment"
"311","565809","jobfind","Retail and Warehouse Equipment Industry","46.43","Wholesale of electrical household appliances"
"312","565811","jobfind","Manufacturing/Production","32.4","Manufacture of games and toys"
"313","565812","jobfind","Construction/Manufacturing","42.99","Construction of other civil engineering projects n.e.c."
"314","565813","jobfind","Sports/Recreation","93.19","Sports activities n.e.c."
"315","565814","jobfind","Food Service","56.11","Restaurant activities"
"316","565815","jobfind","Retail/E-commerce","46.45","Wholesale of perfume and cosmetics"
"317","565817","jobfind","Sales and Marketing","82.4","Intermediation service activities for business support service activities n.e.c."
"318","565819","jobfind","Public Works","84.12","Regulation of health care, education, cultural services and other social services"
"319","565820","jobfind","Transportation/Logistics","52.25","Logistics service activities"
"320","565822","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"321","565823","jobfind","Construction","41.0","Construction of residential and non-residential buildings"
"322","565825","jobfind","Retail/Wholesale","46.46","Wholesale of pharmaceutical and medical goods"
"323","565826","jobfind","Packaging and Retail","82.92","Packaging activities"
"324","565828","jobfind","Chemical Industry","20.13","Manufacture of other inorganic basic chemicals"
"325","565829","jobfind","Chemical Industry","20.13","Manufacture of other inorganic basic chemicals"
"326","565830","jobfind","Food Service and Hospitality","56.11","Restaurant activities"
"327","565831","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"328","565832","jobfind","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"329","565834","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"330","565835","jobfind","Food Industry","10.89","Manufacture of other food products n.e.c."
"331","565837","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"332","565838","jobfind","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"333","565841","jobfind","Technology/IT","62.9","Other information technology and computer service activities"
"334","565843","jobfind","Telecommunications and Technology","61.1","Wired, wireless, and satellite telecommunication activities"
"335","565844","jobfind","Social Media Agency","73.3","Public relations and communication activities"
"336","565845","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"337","565846","jobfind","Healthcare/Dental Products","32.5","Manufacture of medical and dental instruments and supplies"
"338","565847","jobfind","Tourism","79.9","Other reservation service and related activities"
"339","565848","jobfind","Fitness Studio","93.13","Activities of fitness centres"
"340","565849","jobfind","Stainless Steel Construction Industry","24.1","Manufacture of basic iron and steel and of ferro-alloys"
"341","565851","jobfind","Banking industry","66.19","Other activities auxiliary to financial services, except insurance and pension funding"
"342","565853","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"343","565854","jobfind","Wellness and Healthcare","86.96","Traditional, complementary and alternative medicine activities"
"344","565855","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"345","565856","jobfind","Real Estate","68.11","Buying and selling of own real estate"
"346","565857","jobfind","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"347","565860","jobfind","Real Estate","68.11","Buying and selling of own real estate"
"348","565861","jobfind","Retail","46.42","Wholesale of clothing and footwear"
"349","565862","jobfind","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"350","565863","jobfind","Heavy vehicles machinery and industrial equipment","28.22","Manufacture of lifting and handling equipment"
"351","565865","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"352","565866","jobfind","Food Service","56.11","Restaurant activities"
"353","565867","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"354","565870","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"355","565871","jobfind","Hospitality/Tourism","79.9","Other reservation service and related activities"
"356","565872","jobfind","Regulatory Affairs","66.11","Administration of financial markets"
"357","565873","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"358","565874","jobfind","Construction Industry","41.0","Construction of residential and non-residential buildings"
"359","565875","jobfind","Hospitality/Tourism","79.9","Other reservation service and related activities"
"360","565876","jobfind","Horeca (Hospitality and Restaurant Industry)","56.11","Restaurant activities"
"361","565877","jobfind","Construction and Installation of Coolant Chambers, Refrigeration Machinery, Store Equipment","28.25","Manufacture of non-domestic air conditioning equipment"
"362","565878","jobfind",,,
"363","565879","jobfind","Retail/Wholesale","46.46","Wholesale of pharmaceutical and medical goods"
"364","565880","jobfind","Hospitality and Tourism","79.9","Other reservation service and related activities"
"365","565881","jobfind","Hospitality or Tourism","79.9","Other reservation service and related activities"
"366","565884","jobfind","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"367","565885","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"368","565886","jobfind","Tourism and Hospitality","79.9","Other reservation service and related activities"
"369","565888","jobfind","Logistics/Food Distribution","56.12","Mobile food service activities"
"370","565889","jobfind","hospitality or tourism","79.9","Other reservation service and related activities"
"371","565891","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"372","565892","jobfind","Beauty/Haircare Services","96.4","Intermediation service activities for personal services"
"373","565893","jobfind","Hospitality or Tourism","79.9","Other reservation service and related activities"
"374","565894","jobfind","Facilities Maintenance","81.1","Combined facilities support activities"
"375","565895","jobfind","Telecommunications Services","61.2","Telecommunication reselling activities and intermediation service activities for telecommunication"
"376","565896","jobfind","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"377","565898","jobfind","Retail Sales and Infant Goods/Toys Industry","47.62","Retail sale of newspapers, and other periodical publications and stationery"
"378","565899","jobfind","Hospitality","55.1","Hotels and similar accommodation"
"379","565900","jobfind",,,
