"id","foreign_key_id","source","required_education_level","isced_level"
"65","565409","jobfind",,
"66","565410","jobfind",,
"67","565411","jobfind","ECDL (or equivalent)","4"
"68","565412","jobfind",,
"69","565413","jobfind",,
"70","565414","jobfind",,
"71","565416","jobfind",,
"72","565417","jobfind",,
"73","565419","jobfind",,
"74","565420","jobfind",,
"75","565421","jobfind",,
"76","565422","jobfind",,
"77","565423","jobfind","Bachelor’s Degree","6"
"78","565424","jobfind",,
"79","565426","jobfind",,
"80","565430","jobfind",,
"81","565435","jobfind",,
"82","565437","jobfind",,
"83","565438","jobfind",,
"84","565439","jobfind",,
"85","565440","jobfind",,
"86","565441","jobfind",,
"87","565442","jobfind",,
"88","565443","jobfind",,
"89","565444","jobfind","Bachelor's Degree","6"
"90","565445","jobfind",,
"91","565447","jobfind",,
"92","565448","jobfind",,
"93","565449","jobfind",,
"94","565450","jobfind",,
"95","565451","jobfind","Medical Degree (Doctor)","8"
"96","565453","jobfind",,
"97","565454","jobfind",,
"98","565457","jobfind",,
"99","565458","jobfind","Degree in nursing, infantry or related specialties","6"
"100","565460","jobfind","Bachelor's Degree (in Graphics or related fields)","6"
"101","565461","jobfind",,
"102","565463","jobfind",,
"103","565465","jobfind",,
"104","565466","jobfind",,
"105","565467","jobfind",,
"106","565468","jobfind",,
"107","565469","jobfind",,
"108","565470","jobfind",,
"109","565471","jobfind","Bachelor's Degree or equivalent","6"
"110","565472","jobfind",,
"111","565473","jobfind","H/ degree / driver's degree","6"
"112","565475","jobfind","High School Certificate","3"
"113","565477","jobfind",,
"114","565478","jobfind","Diploma","3"
"115","565480","jobfind","Bachelor's Degree or higher","6"
"116","565482","jobfind",,
"117","565483","jobfind",,
"118","565484","jobfind","High School Diploma or equivalent","3"
"119","565486","jobfind",,
"120","565487","jobfind",,
"121","565489","jobfind",,
"122","565490","jobfind","High School Diploma","3"
"123","565491","jobfind",,
"124","565493","jobfind","High School Diploma or equivalent","3"
"125","565494","jobfind","Graduate degree","6"
"126","565495","jobfind",,
"127","565496","jobfind",,
"128","565497","jobfind","University degree","6"
"129","565498","jobfind",,
"130","565499","jobfind",,
"131","565500","jobfind",,
"132","565501","jobfind",,
"133","565502","jobfind","High school graduate or I.E.K. holder","3"
"134","565503","jobfind",,
"135","565504","jobfind",,
"136","565505","jobfind",,
"137","565506","jobfind",,
"138","565508","jobfind","High school graduate / IK holder","3"
"139","565509","jobfind","High School Diploma","3"
"140","565511","jobfind",,
"141","565512","jobfind","Diploma","3"
"142","565514","jobfind",,
"143","565521","jobfind",,
"144","565522","jobfind",,
"145","565523","jobfind",,
"146","565524","jobfind",,
"147","565527","jobfind","High School Certificate","3"
"148","565528","jobfind",,
"149","565530","jobfind",,
"150","565532","jobfind","Degree in technical direction/technical vehicles","5"
"151","565535","jobfind","High School Diploma","3"
"152","565537","jobfind","Bachelor's Degree","6"
"153","565538","jobfind",,
"154","565539","jobfind","Diploma B or C category","3"
"155","565540","jobfind","Bachelor’s Degree or equivalent","6"
"156","565541","jobfind",,
"157","565543","jobfind",,
"158","565544","jobfind",,
"159","565546","jobfind","Bachelor’s Degree","6"
"160","565550","jobfind",,
"161","565551","jobfind","Degree in Economic Direction","6"
"162","565552","jobfind",,
"163","565553","jobfind",,
"164","565555","jobfind",,
"165","565556","jobfind",,
"166","565558","jobfind","Alumni/High School","3"
"167","565559","jobfind",,
"168","565560","jobfind","Degree A/T I","6"
"169","565561","jobfind",,
"170","565562","jobfind","Diploma","3"
"171","565563","jobfind","Degree","6"
"172","565564","jobfind",,
"173","565565","jobfind","Bachelor’s Degree in Electrical Engineering","6"
"174","565566","jobfind",,
"175","565568","jobfind",,
"176","565569","jobfind",,
"177","565570","jobfind",,
"178","565572","jobfind","Bachelor's Degree","6"
"179","565573","jobfind","High School Diploma","3"
"180","565574","jobfind",,
"181","565575","jobfind",,
"182","565576","jobfind","High School Diploma or Master's Degree","3"
"183","565577","jobfind",,
"184","565579","jobfind","High School Certificate","3"
"185","565581","jobfind","High School Diploma","3"
"186","565583","jobfind",,
"187","565584","jobfind",,
"188","565585","jobfind",,
"189","565586","jobfind",,
"190","565587","jobfind","Bachelor’s Degree","6"
"191","565590","jobfind",,
"192","565599","jobfind","Graduate technical school","4"
"193","565601","jobfind",,
"194","565603","jobfind",,
"195","565606","jobfind",,
"196","565608","jobfind",,
"197","565609","jobfind","High school graduate A-level graduate I.E.K. will be preferred","3"
"198","565613","jobfind",,
"199","565616","jobfind","Bachelor’s Degree","6"
"200","565617","jobfind","Bachelor’s Degree (A.E.I.)","6"
"201","565619","jobfind",,
"202","565621","jobfind",,
"203","565627","jobfind",,
"204","565631","jobfind",,
"205","565633","jobfind","Full Education","3"
"206","565634","jobfind","High School Diploma or Technical School Graduate","3"
"207","565638","jobfind",,
"208","565639","jobfind",,
"209","565641","jobfind",,
"210","565643","jobfind",,
"211","565644","jobfind","Bachelor's Degree (Department of Mechanical Engineering or Electrical Engineering)","6"
"212","565647","jobfind",,
"213","565650","jobfind",,
"214","565651","jobfind",,
"215","565652","jobfind","Technical Electrical School Graduate","3"
"216","565655","jobfind","High School Diploma or equivalent","3"
"217","565656","jobfind","High school certificate","3"
"218","565659","jobfind","Higher Education","6"
"219","565661","jobfind","Bachelor’s Degree","6"
"220","565662","jobfind",,
"221","565663","jobfind",,
"222","565674","jobfind",,
"223","565676","jobfind",,
"224","565686","jobfind",,
"225","565688","jobfind","Degree in cooking school","3"
"226","565692","jobfind",,
"227","565695","jobfind","No degree required","0"
"228","565697","jobfind","N/A","0"
"229","565698","jobfind",,
"230","565700","jobfind","Not specified","0"
"231","565704","jobfind","Degrees in Higher Education and Training","6"
"232","565705","jobfind",,
"233","565707","jobfind",,
"234","565709","jobfind","High School Diploma","3"
"235","565710","jobfind",,
"236","565711","jobfind",,
"237","565715","jobfind",,
"238","565716","jobfind",,
"239","565719","jobfind",,
"240","565720","jobfind",,
"241","565721","jobfind",,
"242","565722","jobfind",,
"243","565726","jobfind",,
"244","565729","jobfind",,
"245","565730","jobfind",,
"246","565733","jobfind",,
"247","565734","jobfind","Bachelor’s Degree or higher","6"
"248","565735","jobfind",,
"249","565736","jobfind",,
"250","565737","jobfind",,
"251","565738","jobfind",,
"252","565739","jobfind","High School Certificate","3"
"253","565740","jobfind","High School Diploma or equivalent","3"
"254","565741","jobfind","Bachelor’s Degree (Accounting or Economics)","6"
"255","565742","jobfind",,
"256","565743","jobfind",,
"257","565745","jobfind","Bachelor’s Degree (Mechanical/Electronic Engineering)","6"
"258","565748","jobfind",,
"259","565749","jobfind","No specific education level mentioned","0"
"260","565750","jobfind",,
"261","565752","jobfind",,
"262","565754","jobfind",,
"263","565756","jobfind",,
"264","565757","jobfind",,
"265","565758","jobfind","Bachelor’s Degree or higher","6"
"266","565759","jobfind",,
"267","565760","jobfind","High School Diploma","3"
"268","565761","jobfind",,
"269","565762","jobfind",,
"270","565763","jobfind",,
"271","565764","jobfind","Bachelor’s Degree","6"
"272","565765","jobfind",,
"273","565766","jobfind","Bachelor’s Degree","6"
"274","565767","jobfind",,
"275","565768","jobfind","High School Diploma or equivalent","3"
"276","565769","jobfind",,
"277","565771","jobfind",,
"278","565772","jobfind",,
"279","565773","jobfind",,
"280","565775","jobfind",,
"281","565776","jobfind","High School Diploma or equivalent","3"
"282","565777","jobfind",,
"283","565778","jobfind",,
"284","565779","jobfind",,
"285","565780","jobfind",,
"286","565781","jobfind",,
"287","565782","jobfind","High School Diploma or equivalent","3"
"288","565783","jobfind",,
"289","565784","jobfind","High School Diploma or equivalent","3"
"290","565787","jobfind",,
"291","565789","jobfind",,
"292","565790","jobfind","Not specified in the job description","0"
"293","565791","jobfind","Second-class degree","6"
"294","565792","jobfind","Secondary school diploma","3"
"295","565793","jobfind",,
"296","565794","jobfind","High School Diploma","3"
"297","565795","jobfind","High school diploma or equivalent","3"
"298","565796","jobfind","Degree (specifically, Euphrates degree A E I)","6"
"299","565797","jobfind",,
"300","565798","jobfind","High School Diploma","3"
"301","565799","jobfind",,
"302","565800","jobfind","High School Diploma","3"
"303","565801","jobfind",,
"304","565802","jobfind",,
"305","565803","jobfind","High School Certificate","3"
"306","565805","jobfind",,
"307","565806","jobfind","Bachelor's Degree (I or Technology Direction)","6"
"308","565807","jobfind",,
"309","565808","jobfind","Higher or Middle School Degree in Electrical Sector","3"
"310","565809","jobfind","Not specified, but likely a degree or certification in electrical or electronic engineering","5"
"311","565811","jobfind",,
"312","565812","jobfind",,
"313","565813","jobfind",,
"314","565814","jobfind",,
"315","565815","jobfind","High School Diploma","3"
"316","565817","jobfind",,
"317","565819","jobfind",,
"318","565820","jobfind",,
"319","565822","jobfind",,
"320","565823","jobfind","Bachelor’s Degree","6"
"321","565825","jobfind","Degree (A.E.I. - I.E.E.E.)","6"
"322","565826","jobfind",,
"323","565828","jobfind","Bachelor’s Degree","6"
"324","565829","jobfind","Bachelor’s Degree","6"
"325","565830","jobfind",,
"326","565831","jobfind","High School Certificate","3"
"327","565832","jobfind",,
"328","565834","jobfind",,
"329","565835","jobfind",,
"330","565837","jobfind","Not specified, but likely Bachelor's Degree","6"
"331","565838","jobfind",,
"332","565841","jobfind",,
"333","565843","jobfind","Bachelor's Degree (Senior or graduate degree)","6"
"334","565844","jobfind",,
"335","565845","jobfind",,
"336","565846","jobfind","Degree (A.E.I. desirable)","6"
"337","565847","jobfind",,
"338","565848","jobfind",,
"339","565849","jobfind","Diploma","3"
"340","565851","jobfind","Bachelor's degree and/or postgraduate declaration","6"
"341","565853","jobfind",,
"342","565854","jobfind",,
"343","565855","jobfind","High school diploma or equivalent","3"
"344","565856","jobfind","Bachelor's Degree or higher in Law","6"
"345","565857","jobfind","Bachelor’s Degree or higher","6"
"346","565860","jobfind",,
"347","565861","jobfind",,
"348","565862","jobfind","Bachelor’s Degree","6"
"349","565863","jobfind","Bachelor's Degree or higher","6"
"350","565865","jobfind",,
"351","565866","jobfind",,
"352","565867","jobfind","Bachelor's Degree","6"
"353","565870","jobfind",,
"354","565871","jobfind","Degree in Hospitality/Tourism","6"
"355","565872","jobfind",,
"356","565873","jobfind",,
"357","565874","jobfind","Bachelor’s Degree","6"
"358","565875","jobfind",,
"359","565876","jobfind","Diploma","3"
"360","565877","jobfind",,
"361","565878","jobfind","High School Diploma","3"
"362","565879","jobfind",,
"363","565880","jobfind","Degree in Tourism School","3"
"364","565881","jobfind",,
"365","565884","jobfind","Technical school diploma or equivalent","4"
"366","565885","jobfind","High School Diploma or Hospitality Education","3"
"367","565886","jobfind",,
"368","565888","jobfind",,
"369","565889","jobfind",,
"370","565891","jobfind",,
"371","565892","jobfind",,
"372","565893","jobfind",,
"373","565894","jobfind",,
"374","565895","jobfind","High School Certificate","3"
"375","565896","jobfind","No education requirement specified","5"
"376","565898","jobfind","High School Diploma","3"
"377","565899","jobfind",,
"378","565900","jobfind",,
"379","565903","jobfind",,
"380","565904","jobfind","High School Diploma","3"
"381","565905","jobfind",,
"382","565906","jobfind",,
"383","565907","jobfind",,
"384","565908","jobfind",,
"385","565909","jobfind",,
"386","565910","jobfind","High School Diploma","3"
"387","565912","jobfind",,
"388","565913","jobfind","Higher school","3"
"389","565915","jobfind",,
"390","565916","jobfind",,
"391","565917","jobfind",,
"392","565918","jobfind",,
"393","565919","jobfind",,
"394","565920","jobfind",,
"395","565922","jobfind",,
"396","565923","jobfind",,
"397","565924","jobfind",,
"398","565925","jobfind","High School Diploma or Equivalent","3"
"399","565926","jobfind",,
"400","565927","jobfind","Cooking school graduate","3"
"401","565928","jobfind",,
"402","565929","jobfind",,
"403","565932","jobfind",,
"404","565933","jobfind",,
"405","565934","jobfind","Bachelor’s Degree","6"
"406","565935","jobfind","Bachelor's Degree","6"
"407","565936","jobfind",,
"408","565938","jobfind",,
"409","565939","jobfind",,
"410","565940","jobfind","High School Certificate","3"
"411","565941","jobfind",,
"412","565942","jobfind","Bachelor's Degree","6"
"413","565943","jobfind",,
"414","565944","jobfind",,
"415","565946","jobfind",,
"416","565947","jobfind","Bachelor's Degree (A.E.I./T.E.I.)","6"
"417","565948","jobfind",,
"418","565951","jobfind",,
"419","565953","jobfind",,
"420","565954","jobfind",,
"421","565955","jobfind",,
"422","565956","jobfind",,
"423","565957","jobfind",,
"424","565958","jobfind",,
"425","565959","jobfind",,
"426","565960","jobfind",,
"427","565962","jobfind","Bachelor's Degree or relevant diploma","6"
"428","565963","jobfind",,
"429","565964","jobfind",,
"430","565965","jobfind",,
"431","565967","jobfind",,
"432","565968","jobfind","Secondary School Diploma","3"
"433","565969","jobfind",,
"434","565970","jobfind",,
"435","565971","jobfind","High School Diploma","3"
"436","565973","jobfind",,
"437","565981","jobfind",,
"438","565982","jobfind","Bachelor’s Degree","6"
"439","565983","jobfind",,
"440","565984","jobfind","Bachelor's Degree","6"
"441","565985","jobfind","Bachelor’s Degree","6"
"442","565986","jobfind","High School Diploma or equivalent, with preference for an object-related degree","3"
"443","565987","jobfind","Degree A.E.I/T.I","5"
"444","565993","jobfind",,
"445","565994","jobfind",,
"446","565997","jobfind",,
"447","565998","jobfind",,
"448","565999","jobfind",,
"449","566000","jobfind",,
"450","566002","jobfind",,
"451","566003","jobfind",,
"452","566004","jobfind",,
"453","566006","jobfind",,
"454","566007","jobfind",,
"455","566008","jobfind","Unknown","0"
"456","566009","jobfind",,
"457","566010","jobfind",,
"458","566011","jobfind",,
"459","566012","jobfind","Degree/Diploma of cooking school","3"
"460","566013","jobfind",,
"461","566015","jobfind",,
"462","566016","jobfind",,
"463","566020","jobfind","Degree or certification","0"
"464","566021","jobfind","Cooking School Diploma","3"
"465","566023","jobfind",,
"466","566024","jobfind",,
"467","566025","jobfind",,
"468","566026","jobfind",,
"469","566027","jobfind",,
"470","566029","jobfind","Bachelor's Degree","6"
"471","566030","jobfind","High school diploma or higher","3"
"472","566031","jobfind",,
"473","566033","jobfind",,
"474","566034","jobfind",,
"475","566036","jobfind","High School Diploma","3"
"476","566038","jobfind","Bachelor's Degree","6"
"477","566039","jobfind",,
"478","566040","jobfind",,
"479","566041","jobfind",,
"480","566042","jobfind",,
"481","566044","jobfind",,
"482","566045","jobfind",,
"483","566046","jobfind",,
"484","566047","jobfind","High School Certificate","3"
"485","566054","jobfind",,
"486","566055","jobfind",,
"487","566056","jobfind","High School Diploma or equivalent","3"
"488","566057","jobfind",,
"489","566058","jobfind",,
"490","566059","jobfind","Bachelor’s Degree (in Hospitality/Tourism)","6"
"491","566060","jobfind",,
"492","566061","jobfind",,
"493","566062","jobfind",,
"494","566063","jobfind",,
"495","566064","jobfind",,
"496","566065","jobfind","Higher School Certificate","3"
"497","566068","jobfind","High level of education","6"
"498","566069","jobfind","Degree","6"
"499","566070","jobfind",,
"500","566071","jobfind",,
"501","566073","jobfind",,
"502","566075","jobfind",,
"503","566076","jobfind","Diploma III V class","3"
"504","566078","jobfind","Cooking school qualifications","3"
"505","566079","jobfind","Preservice as cook","4"
"506","566080","jobfind",,
"507","566081","jobfind","Diploma (optional)","0"
"508","566082","jobfind","High School Diploma","3"
"509","566083","jobfind","Bachelor’s Degree","6"
"510","566084","jobfind",,
"511","566085","jobfind",,
"512","405262","kariera","Bachelor’s Degree","6"
"513","405264","kariera","Bachelor's Degree","6"
"514","405265","kariera","High School Diploma or equivalent, with a degree in Art Cooking School preferred","3"
"515","405266","kariera","Bachelor's Degree or equivalent","6"
"516","405267","kariera","Bachelor’s Degree","6"
"517","405268","kariera","Bachelor's Degree","6"
"518","405269","kariera",,
"519","405270","kariera","Graduated from AEI/TEI with an economic or accounting direction","5"
"520","405271","kariera","High School Diploma or equivalent","3"
"521","405272","kariera",,
"522","405273","kariera","Degree in Electrical/Hydrical Engineering or Professional License","6"
"523","405274","kariera","Secondary Education Degree Welcome","3"
"524","405275","kariera","Degree in Confectionary","6"
"525","405276","kariera",,
"526","405277","kariera","High school certificate or lifesaving certificate","3"
"527","405278","kariera","High School Diploma or equivalent","3"
"528","405279","kariera","University degree (2-3 years experience)","6"
"529","405483","kariera","High School Diploma","3"
"530","405484","kariera","Bachelor’s Degree","6"
"531","405485","kariera",,
"532","405486","kariera","AI or AI degree of Accounting/Economic Direction, Professional or Post-graduate Degree directed at Accounting/Audit","6"
"533","405487","kariera",,
"534","405488","kariera","TEI/AEI degree","6"
"535","405489","kariera","Higher education degree","6"
"536","405490","kariera","Bachelor's Degree","6"
"537","405491","kariera","Bachelor’s Degree","6"
"538","405492","kariera",,
"539","405493","kariera",,
"540","405494","kariera","Bachelor's Degree or higher","6"
"541","405495","kariera","High School Diploma or Associate Degree","3"
"542","405496","kariera",,
"543","405497","kariera","High School Diploma or Associate's Degree","3"
"544","405498","kariera","High School Diploma","3"
"545","405499","kariera","Title/graduate of private school or university facilities","6"
"546","405549","kariera",,
"547","405682","kariera","Bachelor’s Degree","6"
"548","405683","kariera","High School Diploma or equivalent","3"
"549","405684","kariera",,
"550","405685","kariera","Degree in hospitality management or related field (preferred)","6"
"551","405686","kariera",,
"552","405687","kariera","Bachelor's degree","6"
"553","405688","kariera",,
"554","405689","kariera","Higher Educational Foundation","4"
"555","405690","kariera","Bachelor’s Degree","6"
"556","405691","kariera",,
"557","405692","kariera","Higher education degree","6"
"558","405693","kariera","Higher Education","6"
"559","405694","kariera",,
"560","405695","kariera","Higher Education Degree","6"
"561","405696","kariera","Bachelor's degree or higher","6"
"562","405697","kariera","High School Diploma","3"
"563","405698","kariera","Degree in engineering (electrical or other related subjects)","6"
"564","405699","kariera","Bachelor's Degree","6"
"565","405700","kariera","Bachelor’s Degree or Master’s Degree","6"
"566","405701","kariera","Professional Diploma","4"
"567","405702","kariera",,
"568","405703","kariera",,
"569","405704","kariera","No education requirement mentioned","5"
"570","405705","kariera",,
"571","405706","kariera",,
"572","405707","kariera","Bachelor's Degree","6"
"573","405708","kariera","A.E.I degree or T.E.I or I.E.K economic or accounting direction","6"
"574","405709","kariera","Bachelor's Degree (or Diploma) in Tourism or relevant field","6"
"575","405710","kariera","Bachelor's Degree","6"
"576","405711","kariera","HEI/TEI graduate","6"
"577","405712","kariera","A.E.I. or T.E.I. Economic Direction","6"
"578","405713","kariera","Bachelor's Degree","6"
"579","405714","kariera",,
"580","405715","kariera","Higher Education Degree","6"
"581","405716","kariera","Higher/Higher directional studies","6"
"582","405717","kariera",,
"583","405718","kariera","Bachelor’s Degree","6"
"584","405719","kariera","Bachelor's Degree (Degree in Mechanical or Electrical Engineering)","6"
"585","405720","kariera","Bachelor’s Degree or higher","6"
"586","405721","kariera","Degree of Electrical Engineering (TEI / AEI)","6"
"587","405722","kariera",,
"588","405723","kariera","High School Diploma or Higher","3"
"589","405724","kariera","Bachelor’s Degree (Electrical Engineering)","6"
"590","405725","kariera",,
"591","405726","kariera","Degree","6"
"592","405727","kariera",,
"593","405728","kariera",,
"594","405729","kariera",,
"595","405730","kariera","EPAL general or technical high school diploma","3"
"596","405731","kariera","Bachelor's Degree","6"
"597","405732","kariera","Bachelor's Degree","6"
"598","405733","kariera",,
"599","405734","kariera","Bachelor’s Degree","6"
"600","405735","kariera",,
"601","405736","kariera",,
"602","405737","kariera","High School Diploma or equivalent, Hospitality education preferred","3"
"603","405738","kariera","Graduate degree","6"
"604","405739","kariera",,
"605","405740","kariera",,
"606","405741","kariera","University degree or equivalent","6"
"607","405742","kariera",,
"608","405743","kariera",,
"609","405744","kariera",,
"610","405745","kariera","Bachelor's Degree","6"
"611","405746","kariera",,
"612","405747","kariera",,
"613","405748","kariera",,
"614","405749","kariera","High School Diploma","3"
"615","405750","kariera",,
"616","405751","kariera",,
"617","405752","kariera",,
"618","405753","kariera","Bachelor's Degree or higher in Law","6"
"619","405754","kariera",,
"620","405755","kariera","High School Diploma","3"
"621","405756","kariera",,
"622","405757","kariera",,
"623","405758","kariera","Bachelor’s Degree","6"
"624","405759","kariera","Bachelor’s Degree or equivalent experience","6"
"625","405760","kariera",,
"626","405761","kariera","Bachelor’s Degree","6"
"627","405762","kariera",,
"628","405763","kariera",,
"629","405765","kariera",,
"630","405766","kariera",,
"631","405767","kariera",,
"632","405768","kariera",,
"633","405769","kariera","Bachelor’s Degree or higher","6"
"634","405770","kariera",,
"635","405771","kariera",,
"636","405772","kariera",,
"637","405773","kariera","Higher Education Degree","6"
"638","405774","kariera","Integrated education","2"
"639","405775","kariera",,
"640","405776","kariera",,
"641","405777","kariera","Bachelor’s Degree (Mechanical Engineer)","6"
"642","405778","kariera",,
"643","405779","kariera",,
"644","405780","kariera","Higher Education Degree","6"
"645","405781","kariera","Bachelor's degree","6"
"646","405782","kariera",,
"647","405783","kariera","Bachelor's Degree","6"
"648","405784","kariera",,
"649","405785","kariera",,
"650","405786","kariera",,
"651","405787","kariera",,
"652","405788","kariera","Bachelor’s Degree","6"
"653","405789","kariera",,
"654","405790","kariera",,
"655","405791","kariera","Hospitality education","3"
"656","405792","kariera",,
"657","405793","kariera",,
"658","405794","kariera",,
"659","405795","kariera",,
"660","405796","kariera",,
"661","405797","kariera","High School Diploma or Equivalent","3"
"662","405798","kariera","High School Diploma or Equivalent","3"
"663","405799","kariera","Bachelor's Degree","6"
"664","405800","kariera",,
"665","405801","kariera",,
"666","405802","kariera",,
"667","405803","kariera",,
"668","405804","kariera","AEI/TEI degree","6"
"669","405805","kariera",,
"670","405806","kariera",,
"671","405807","kariera",,
"672","405808","kariera","High School Diploma or Equivalent","3"
"673","405809","kariera",,
"674","405810","kariera",,
"675","405811","kariera","Bachelor's Degree (Economic Direction or TEI Accounting)","6"
"676","405812","kariera",,
"677","405813","kariera",,
"678","405814","kariera","Bachelor's Degree","6"
"679","405815","kariera",,
"680","405816","kariera","Secondary Education Diploma","3"
"681","405817","kariera",,
"682","405818","kariera",,
"683","405819","kariera","Bachelor’s Degree","6"
"684","405820","kariera","Higher or Higher Education Degree","6"
"685","405821","kariera",,
"686","405822","kariera",,
"687","405823","kariera",,
"688","405824","kariera",,
"689","405825","kariera","Bachelor's Degree","6"
"690","405826","kariera",,
"691","405827","kariera",,
"692","405828","kariera",,
"693","405829","kariera",,
"694","405830","kariera",,
"695","405831","kariera",,
"696","405832","kariera",,
"697","405833","kariera",,
"698","405834","kariera","Degree in nursing or respective specialty","6"
"699","405835","kariera",,
"700","405836","kariera",,
"701","405837","kariera",,
"702","405838","kariera",,
"703","405839","kariera",,
"704","405840","kariera",,
"705","405841","kariera",,
"706","405842","kariera",,
"707","405843","kariera",,
"708","405844","kariera",,
"709","405845","kariera",,
"710","405846","kariera",,
"711","405847","kariera",,
"712","405848","kariera",,
"713","405849","kariera","Law School Graduate","6"
"714","405850","kariera",,
"715","405851","kariera",,
"716","405852","kariera","Bachelor's degree or equivalent","6"
"717","405853","kariera","Bachelor’s Degree or higher","6"
"718","405854","kariera","High School Diploma","3"
"719","405855","kariera",,
"720","405856","kariera",,
"721","405857","kariera","High school or other equivalent technical school groupship","3"
"722","405858","kariera","High school diploma or university degree","3"
"723","405859","kariera",,
"724","405860","kariera",,
"725","405861","kariera",,
"726","405862","kariera","Bachelor’s Degree","6"
"727","405863","kariera","Bachelor’s Degree or higher","6"
"728","405864","kariera","Bachelor's or Master's Degree","6"
"729","405865","kariera","Degree","6"
"730","405866","kariera",,
"731","405867","kariera",,
"732","405868","kariera",,
"733","405869","kariera",,
"734","405870","kariera","Bachelor’s Degree (graduate diploma in medicine)","6"
"735","405871","kariera","Bachelor's Degree","6"
"736","405872","kariera","Bachelor's Degree","6"
"737","405873","kariera","BSC/MSC","6"
"738","405874","kariera","Bachelor's Degree","6"
"739","405875","kariera","Bachelor's Degree","6"
"740","405876","kariera","High School Diploma","3"
"741","405877","kariera",,
"742","405878","kariera","Bachelor’s Degree","6"
"743","405879","kariera",,
"744","405880","kariera","High school diploma or equivalent required, Bachelor's degree preferred","3"
"745","405881","kariera","Graduated HEI/TEI in charge of Accounting Finance","6"
"746","405882","kariera",,
"747","405883","kariera","High School Certificate or Equivalent Degree","3"
"748","405884","kariera",,
"749","405885","kariera","Bachelor's Degree","6"
"750","405886","kariera","Bachelor’s Degree","6"
"751","405887","kariera",,
"752","405888","kariera",,
"753","405889","kariera",,
"754","405890","kariera",,
"755","405891","kariera","Mechanical engineering degree (AEI)","6"
"756","405892","kariera",,
"757","405893","kariera","Bachelor’s Degree or Technical School Diploma","6"
"758","405894","kariera",,
"759","405895","kariera",,
"760","405896","kariera","Bachelor’s Degree (Graduated in HR/ Payroll, Economics or Business Administration or Social Sciences)","6"
"761","405897","kariera",,
"762","405898","kariera","Mechanical engineering degree","6"
"763","405899","kariera",,
"764","405900","kariera","Not specified, but likely requires a degree/certification in culinary arts","5"
"765","405901","kariera","Bachelor’s Degree","6"
"766","512350","skywalker","High School Diploma or equivalent, preferably with a degree from a cooking school","3"
"767","512351","skywalker","Degree in Tourism or equivalent","6"
"768","512352","skywalker","Pre-service experience, degree in tourism or equivalent","6"
"769","512353","skywalker","Bachelor's Degree","6"
"770","512354","skywalker","High School Diploma or higher","3"
"771","512355","skywalker",,
"772","512356","skywalker","High school diploma or equivalent","3"
"773","512357","skywalker",,
"774","512358","skywalker",,
"775","512359","skywalker",,
"776","512575","skywalker","Bachelor's Degree","6"
"777","512576","skywalker",,
"778","512577","skywalker","Bachelor's Degree","6"
"779","512578","skywalker","High School Diploma","3"
"780","512579","skywalker",,
"781","512580","skywalker",,
"782","512581","skywalker",,
"783","512582","skywalker","Bachelor’s Degree","6"
"784","512583","skywalker","University degree","6"
